doc_id,Year,clean_text,text_processed,label_topik,pca_1,pca_2,pca_3,pca_4,pca_5,cluster
11,2020,the use of dependency rules for aspect extraction tasks in aspect_based_sentiment_analysis is a promising one problem with this is incomplete rules this presents an aspect extraction rule that combines dependency rules with the sequential covering algorithm sequential covering is known for its characteristics in constructing rules that increase positive examples covered and decrease negative ones this property is vital to make sure that the rule set has high performance but not inevitably high coverage which is a characteristic of the aspect extraction task to test the new four datasets were from four product domains and three baselines double propagation aspectator and a previous work by the authors the results show that the performed better than the three baseline for the f measure metric with the highest f measure value at,dependency rule aspect extraction task aspect_based_sentiment_analysis promising one incomplete rule present aspect extraction rule combine dependency rule sequential covering algorithm sequential covering characteristic constructing rule increase positive example covered decrease negative one property vital sure rule set high inevitably high coverage characteristic aspect extraction test four four product domain baseline double propagation aspectator author show performed baseline f measure metric highest f measure value,Sentiment Media Sosial,1.3479105759132493,-4.880919192528909,1.9665533101154105,0.2271407577977426,-0.27057626244461025,0
12,2020,tourists often look for information about attractions on websites such as tripadvisor the tripadvisor website has a for registered users to provide reviews about attractions in the culinary category from various countries these reviews can be by tourists as a consideration before visiting culinary attractions to be addressed comments or reviews on the tripadvisor site can be analyzed to determine the value of a tourist attraction being reviewed the results of the can be useful for managers of tourist attractions culinary entrepreneurs and for other tourists there are challenges that are found when sentiment_analysis is carried out on review sentences that contain emotion icons or emoticons because reviews may contain different meanings between sentences and existing emotional expressions this contains a review of the culinary of the city of bandung on the tripadvisor site which classifies sentiments into three classes this uses mining classification techniques with the na ve bayes algorithm combined with a multi aspect labeling accompanied by the conversion of emotional icons in the review text in addition the is carried out on the weight of the review on the number of contributing reviewers on the tripadvisor web the test results show that the use of all combinations of these in the classification is able to produce an accuracy value of,tourist often look attraction website tripadvisor tripadvisor website registered user review attraction culinary category country review tourist consideration visiting culinary attraction addressed comment review tripadvisor site analyzed determine value tourist attraction reviewed useful manager tourist attraction culinary entrepreneur tourist challenge found sentiment_analysis carried review sentence emotion icon emoticon review may meaning sentence emotional expression contains review culinary city bandung tripadvisor site classifies sentiment class us mining classification technique na bayes algorithm combined multi aspect labeling accompanied conversion emotional icon review carried weight review contributing reviewer tripadvisor test show combination classification able produce accuracy value,Sentiment Media Sosial,-9.930518724515293,-10.944140952148075,3.255220096841179,-3.1721842044946076,-0.500594735688606,0
13,2020,social media as information media and communication is growing rapidly since the internet is easily accessible people easily express opinions expressions and information by writing on social media opinion or information on social media can be to assess how good or bad a companies is people tend to be honest in expressing feelings towards something on social media with sentiment_analysis of the opinions of customers can be done automatically the company will know the level of customer satisfaction and can be to improve the quality of service to raise the company brand the use of classical machine_learning that have been widely applied to sentiment_analysis ignoring the importance of the word order in a sentence deep convolutional neural algorithm is offered to answer these problems by carrying out convolution operations filters as large as window size to get features on word order word vec for indonesian is as a word vector representation the use of word vec also reduce the training and improve the accuracy of the deep convolutional neural algorithm the in this is indonesian twitter with tweets the results of experiments that have been carried out with the deep convolutional neural algorithm have the best accuracy value of,social medium medium communication growing rapidly since internet easily accessible people easily express opinion expression writing social medium opinion social medium assess good bad company people tend honest expressing feeling towards something social medium sentiment_analysis opinion customer done automatically company know level customer satisfaction improve quality service raise company brand classical machine_learning sentiment_analysis ignoring importance order sentence deep convolutional neural algorithm offered answer problem carrying convolution operation filter window size get feature order vec indonesian vector representation vec reduce training improve accuracy deep convolutional neural algorithm indonesian twitter tweet experiment carried deep convolutional neural algorithm best accuracy value,Sentiment Media Sosial,-5.769631163695124,-8.518523208074484,4.6708004672015395,-2.021819171974923,1.1578465841312602,0
14,2020,this article presents the results of a aimed at understanding the value of lecture recordings to student we analysed transcripts of discussions on social media facebook that students generated on the value of lecture recordings students discussed whether recording lectures and making them available should be compulsory while the efficacy of lecture recording has been studied conventional e g questionnaires and interviews on highly structured we employed social and sentiment_analysis techniques to examine individual messages posted on the student union facebook page we chose to employ social and sentiment_analysis because these are useful in examining semi structured and unstructured social media overall findings suggest students generally view lecture recordings as resources for supplementing live lectures rather than replacing them students stated that lecture recordings could facilitate the creation of an inclusive environment and inculcate a positive experience work presented in this article adds to the growing debate on the institutional deployment of lecture recordings and their impact on students engagement and it also demonstrated how educational researchers could utilise social and sentiment_analysis to examine critical issues in education,article present understanding value lecture recording student analysed transcript discussion social medium facebook student generated value lecture recording student discussed whether recording lecture compulsory efficacy lecture recording studied conventional e g questionnaire interview structured employed social sentiment_analysis technique examine individual message posted student union facebook page chose employ social sentiment_analysis useful examining semi structured unstructured social medium overall finding suggest student generally lecture recording resource supplementing live lecture rather replacing student stated lecture recording could facilitate creation inclusive environment inculcate positive experience presented article add growing debate institutional deployment lecture recording impact student engagement demonstrated educational researcher could utilise social sentiment_analysis examine critical issue education,Sentiment Media Sosial,-10.877971936044261,-6.676396232676486,0.09868853410340586,-2.6496294961849935,-1.844855888099016,0
15,2020,online services depend primarily on customer feedback and communications when this kind of input is lacking the overall of the service provider can shift in unintended ways these services rely on feedback to maintain consumer satisfaction online social networks are a rich source of consumer related to services and products well developed like sentiment_analysis can offer insightful analyses and aid service providers in predicting outcomes on their reviews which in turn enables decision makers to develop effective strategic plans however gathering this is more challenging on arabic online social networks due to the complexity of the arabic language and its dialects in this we an to sentiment_analysis that combines a neutrality detector with extreme gradient boosting and a genetic algorithm to effectively predict and analyze customers opinions of an e payment service through an arabic social the yields excellent results compared to other approaches is also conducted on consumer reviews to identify influencing keywords,service depend primarily customer feedback communication kind input lacking overall service provider shift unintended way service rely feedback maintain consumer satisfaction social network rich source consumer related service product developed sentiment_analysis offer insightful analysis aid service provider predicting outcome review turn enables maker develop effective strategic plan however gathering challenging arabic social network complexity arabic language dialect sentiment_analysis combine neutrality detector extreme gradient boosting genetic algorithm effectively predict analyze customer opinion e payment service arabic social yield excellent compared approach conducted consumer review identify influencing keywords,Sentiment Media Sosial,-8.603790475679578,-2.6138775534522445,1.5791879294359972,0.020279375289421888,2.6749185479427746,0
16,2020,youtube is the biggest platform for social media video viewing sharing web site about mints video uploaded on the youtube in one second in this huge when the user search on the youtube he can t find desired results and if he found on the keyword searched still he can t find the qualitative desired video content its takes too much to get the desired video content in asia the two languages are mostly people use for communication english roman urdu our works is on the dual language sentiment_analysis of the of the youtube video our helps the user to rank the video on the english as well as roman urdu we build a this will help us to get the review in english and roman urdu this will combine them the score and rank the video on english and roman urdu sentiment_analysis we deploy the different machine_learning algorithms we find the best classifier for dual language sentiment_analysis is logistic regression with count vectorization extraction with accuracy,youtube biggest platform social medium video viewing site mint video uploaded youtube one second huge user search youtube desired found keyword searched still qualitative desired video content take much get desired video content asia two language mostly people communication english roman urdu work dual language sentiment_analysis youtube video help user rank video english roman urdu build help get review english roman urdu combine score rank video english roman urdu sentiment_analysis deploy machine_learning algorithm best classifier dual language sentiment_analysis logistic regression count vectorization extraction accuracy,Sentiment Media Sosial,-7.689152816751712,-13.182012279069742,3.0466149182630544,-2.7125298063704317,0.7074749115368091,0
17,2020,now day s text classification and sentiment_analysis is considered as one of the popular natural_language_processing tasks this kind of technique plays significant role in human activities and has impact on the daily behaviours each article in different fields such as politics and business represent different opinions according to the writer tendency a huge amount of will be acquired through that differentiation the capability to manage the political orientation of an online article automatically therefore there is no corpus for political categorization was directed towards this task in arabic due to the lack of rich representative resources for training an arabic text classifier however we introduce political arabic articles dataset paad of textual collected from newspapers social general forum and ideology website the dataset is articles distributed into three categories as reform conservative and revolutionary that we offer to the community on arabic computational linguistics we anticipate that this dataset would make a great aid for a variety of natural_language_processing tasks on modern standard arabic political text classification purposes we present the in raw form and excel file excel file will be in four types such as v raw v preprocessing v root stemming and v light stemming,day classification sentiment_analysis considered one popular natural_language_processing task kind technique play role human activity impact daily behaviour article field politics business represent opinion according writer tendency huge amount acquired differentiation capability manage political orientation article automatically therefore corpus political categorization directed towards arabic lack rich representative resource training arabic classifier however introduce political arabic article paad textual collected newspaper social ideology website article distributed category reform conservative revolutionary offer community arabic computational linguistics anticipate would great aid variety natural_language_processing task modern standard arabic political classification purpose raw form excel file excel file four type v raw v preprocessing v root stemming v light stemming,Sentiment Media Sosial,-6.781427249404583,-7.086559016484941,1.6142665412631134,-0.9045239724072732,-0.3259450996503707,0
18,2020,sentiment_analysis is one of the significant application fields of natural_language_processing researchers divide the into explicit and implicit according to whether the expression contains words or not most of the existing focuses on explicit tasks however implicit sentiment_analysis is difficult to because of its implicit tendency to express and the problem of x c weak features x d and x c multi confounding weak features x d we develop a novel on x c hierarchical knowledge enhancement and multi pooling x d hkem which fully integrates the knowledge information of different levels in the text through hierarchical knowledge enhancement to alleviate the x c weak x d problem at the same the multi pooling is to extract and analyze multiple features and the x c multi confounding weak features x d are modeled in this comparative experiments have been conducted on the smp ecisa dataset and the results show that the accuracy of this is comparable to that of the current best and the f score is higher than that of the best indicating that the in this can accurately analyze chinese implicit and achieve the state of the art in the comprehensive performance evaluation which proves the effectiveness and superiority of the in this,sentiment_analysis one field natural_language_processing researcher divide explicit implicit according whether expression contains word focus explicit task however implicit sentiment_analysis difficult implicit tendency express x c weak feature x x c multi confounding weak feature x develop novel x c hierarchical knowledge enhancement multi pooling x hkem fully integrates knowledge level hierarchical knowledge enhancement alleviate x c weak x multi pooling extract analyze multiple feature x c multi confounding weak feature x modeled comparative experiment conducted smp ecisa show accuracy comparable current best f score higher best indicating accurately analyze chinese implicit state art comprehensive evaluation prof superiority,Sentiment Media Sosial,1.200677658894088,-7.3640496232346955,2.4337526773956237,3.1197346420406666,-0.3275689049279524,0
19,2020,with the increasing number of social users in recent years text user sentiment_analysis technology has been widely concerned and applied however sparsity and low accuracy often reduce the accuracy and speed of emotion recognition the user emotion biterm topic us btm was which could find user preference and emotional tendency from the text of specific places so as to effectively use biterm for topic modeling the strategy of user aggregation to form pseudo documents was and word pairs were created for the whole corpus to solve the problems of sparsity and short text then the topic was studied through the lexical co occurrence so as to infer the topic with abundant corps level information and the purpose of accurately predicting the user s interest preference and emotion to the specific scene was achieved by analyzing the lexical matching set in the comment corpus under the specific scene and the emotion of the corresponding topic the experimental results show that the can accurately capture users emotional tendency and correctly reveal users preference which can be widely in social content description recommendation social user interest description semantic and other fields,social user year user sentiment_analysis technology concerned however sparsity low accuracy often reduce accuracy speed emotion recognition user emotion biterm topic btm could user preference emotional tendency specific place effectively biterm topic modeling strategy user aggregation form pseudo document pair created whole corpus solve problem sparsity short topic studied lexical co occurrence infer topic abundant corp level accurately predicting user preference emotion specific scene achieved analyzing lexical matching set comment corpus specific scene emotion corresponding topic experimental show accurately capture user emotional tendency correctly reveal user preference social content description recommendation social user description semantic field,Sentiment Media Sosial,-5.771812579464198,-9.284673035017551,3.5211507752216455,4.940228279592403,-3.169343332797964,0
20,2020,sentiment_analysis concerns the of ideas emotions evaluations values attitudes and feelings about products services companies individuals tasks events titles and their characteristics with the increase in applications on the internet and social networks sentiment_analysis has become more crucial in the field of text mining and has since been to explore users opinions on various products or topics discussed on the internet developments in the fields of natural_language_processing and computational linguistics have contributed positively to sentiment_analysis studies especially for sentiments written in non structured or semi structured languages in this we present a literature review on the pre processing task on the field of sentiment_analysis and an analytical and comparative of different researches conducted in arabic social networks this allowed as concluding that several works have dealt with the generation of stop words dictionary in this context two approaches are adopted first the manual one which gives rise to a limited list and second the automatic where the list of stop words is extracted from social networks on defined rules for stemming two algorithms have been to isolate prefixes and suffixes from words in dialects however few works have been interested in dialects directly without translation the moroccan dialect in particular is considered as the th dialect studied among arabic dialects after jordanian egyptian tunisian and algerian dialects despite the significant lack in studies carried out on arabic dialects we were able to extract several about the difficulties and challenges encountered through this comparative as well as the possible ways and tracks to in any dialects sentiment_analysis pre processing solution,sentiment_analysis concern idea emotion evaluation value attitude feeling product service company individual task event title characteristic increase application internet social network sentiment_analysis become crucial mining since user opinion product topic discussed internet development field natural_language_processing computational linguistics contributed positively sentiment_analysis study especially sentiment written non structured semi structured language literature review pre processing sentiment_analysis analytical comparative research conducted arabic social network allowed concluding several work dealt generation stop word dictionary two approach adopted manual one give rise limited list second automatic list stop word extracted social network defined rule stemming two algorithm isolate prefix suffix word dialect however work interested dialect directly translation moroccan dialect particular considered th dialect studied among arabic dialect jordanian egyptian tunisian algerian dialect despite lack study carried arabic dialect able extract several difficulty challenge encountered comparative possible way track dialect sentiment_analysis pre processing solution,Sentiment Media Sosial,-7.3062191180750675,-8.218992428063247,3.991402362559589,0.9979890029735782,1.3628944371673715,0
21,2020,this proposes a for human resource performance evaluation computational intelligence techniques the human resource or employee performance evaluation is essentially a regular assessment and review of an employee performance on the job this evaluation can be performed in different ways depending on the kind of job of the employee and on the company politics or business area the on this combines fuzzy logic text sentiment_analysis and supervised classification techniques such as a multi layer perceptron artificial neural decision tree algorithms and nai x ve bayes into ensemble classifiers in an attempt to provide a fair evaluation minimizing or even eliminating common problems caused by simple or subjective approaches the provided for this was originated from several evaluations applied in two brazilians institutions simulation results shows consistence on the generated by this indicating a good perspective for applications on companies of most business areas,human resource evaluation computational intelligence technique human resource evaluation essentially regular assessment review job evaluation performed way depending kind job company politics business area combine fuzzy logic sentiment_analysis supervised classification technique multi layer perceptron artificial neural tree algorithm nai x bayes ensemble classifier attempt fair evaluation minimizing eliminating common problem caused simple subjective approach provided originated several evaluation two brazilian institution simulation show consistence generated indicating good perspective application company business area,Sentiment Media Sosial,-2.1601202596505797,-2.192571668065225,-0.6989143349501478,-2.476884609641489,2.713693013896865,0
